year	sexo	estud_gr	edad_gr	min_t	p20_t	p40_t	p60_t	p80_t	max_t
1998	99	3	4	2	10	15	18	21	41
1998	99	3	5	1	4	6	7	9	21
1998	99	3	6	0	1	2	4	6	11
1998	99	3	7	0	0	0	3	7	15
1998	99	3	8	0	0	0	0	0	0
1998	99	3	99	7	12	15	18	21	31
1998	99	99	1	13	30	38	45	51	79
1998	99	99	2	14	23	29	35	44	55
1998	99	99	3	10	16	21	26	33	47
1998	99	99	4	6	12	17	20	23	38
1998	99	99	5	6	9	12	14	17	29
1998	99	99	6	3	7	9	11	14	26
1998	99	99	7	2	5	7	9	12	29
1998	99	99	8	0	0	0	0	1	14
1998	99	99	99	8	12	16	19	23	37
1999	1	1	1	0	16	25	38	46	100
1999	1	1	2	0	10	17	26	34	69
1999	1	1	3	0	7	13	19	29	44
1999	1	1	4	0	6	9	14	20	55
1999	1	1	5	0	4	9	11	19	26
1999	1	1	6	1	4	6	8	14	24
1999	1	1	7	0	4	6	9	16	32
1999	1	1	8	0	0	0	0	0	15
1999	1	1	99	1	6	8	11	18	30
1999	1	2	1	7	18	24	32	45	75
1999	1	2	2	5	11	14	21	27	37
1999	1	2	3	2	6	10	13	20	35
1999	1	2	4	1	4	7	9	12	26
1999	1	2	5	0	3	5	7	10	14
1999	1	2	6	0	2	4	6	8	12
1999	1	2	7	0	1	4	8	11	27
1999	1	2	8	0	0	0	0	0	19
1999	1	2	99	3	6	9	11	14	25
1999	1	3	1	0	0	0	0	0	100
1999	1	3	2	6	19	33	43	60	100
1999	1	3	3	2	12	20	28	32	62
1999	1	3	4	0	3	7	12	16	31
1999	1	3	5	0	0	1	2	5	8
1999	1	3	6	0	0	1	2	5	10
1999	1	3	7	0	0	0	2	6	47
1999	1	3	8	0	0	0	0	0	11
1999	1	3	99	2	5	8	10	13	17
1999	1	99	1	10	18	24	33	45	75
1999	1	99	2	7	12	15	23	28	42
1999	1	99	3	4	8	11	16	23	36
1999	1	99	4	1	5	8	11	13	26
1999	1	99	5	1	3	5	7	10	17
1999	1	99	6	1	4	6	7	10	18
1999	1	99	7	0	4	6	8	12	27
1999	1	99	8	0	0	0	0	0	11
1999	1	99	99	3	6	9	11	16	23
1999	6	1	1	0	25	46	52	69	100
1999	6	1	2	0	10	24	41	54	92
1999	6	1	3	0	14	28	37	53	100
1999	6	1	4	0	14	24	33	49	76
1999	6	1	5	6	15	20	25	35	60
1999	6	1	6	1	11	15	17	27	48
1999	6	1	7	0	4	7	9	14	100
1999	6	1	8	0	0	0	0	0	100
1999	6	1	99	3	14	16	20	35	55
1999	6	2	1	14	33	42	48	55	94
1999	6	2	2	10	22	32	41	47	64
1999	6	2	3	6	17	23	31	38	54
1999	6	2	4	8	17	22	27	35	51
1999	6	2	5	8	15	19	24	31	45
1999	6	2	6	0	11	15	19	25	49
1999	6	2	7	0	0	6	12	19	81
1999	6	2	8	0	0	0	0	0	100
1999	6	2	99	11	17	25	29	36	53
1999	6	3	1	0	0	0	0	37	100
1999	6	3	2	8	25	43	52	61	81
1999	6	3	3	11	19	26	32	39	62
1999	6	3	4	0	9	14	19	25	36
1999	6	3	5	0	5	8	10	12	25
1999	6	3	6	0	0	2	3	7	27
1999	6	3	7	0	0	0	0	6	52
1999	6	3	8	0	0	0	0	0	0
1999	6	3	99	4	14	16	22	25	29
1999	6	99	1	14	34	41	49	57	83
1999	6	99	2	10	25	32	43	51	63
1999	6	99	3	11	18	26	32	39	54
1999	6	99	4	9	16	21	28	31	51
1999	6	99	5	8	14	18	21	29	40
1999	6	99	6	4	11	13	16	22	38
1999	6	99	7	0	5	7	10	12	38
1999	6	99	8	0	0	0	0	0	100
1999	6	99	99	10	16	20	25	31	48
1999	99	1	1	0	24	34	43	49	100
1999	99	1	2	0	14	19	27	40	63
1999	99	1	3	0	11	18	25	34	47
1999	99	1	4	0	9	15	18	26	56
1999	99	1	5	2	8	12	15	22	35
1999	99	1	6	2	7	9	11	19	33
1999	99	1	7	0	5	7	9	14	32
1999	99	1	8	0	0	0	0	2	17
1999	99	1	99	3	8	11	13	25	36
1999	99	2	1	11	25	31	38	47	76
1999	99	2	2	8	15	22	29	35	49
1999	99	2	3	4	11	15	19	28	41
1999	99	2	4	5	9	13	16	20	35
1999	99	2	5	4	7	11	13	16	24
1999	99	2	6	2	6	7	9	12	22
1999	99	2	7	0	3	6	9	14	21
1999	99	2	8	0	0	0	0	0	82
1999	99	2	99	6	10	15	17	22	36
1999	99	3	1	0	0	0	0	0	100
1999	99	3	2	7	26	37	51	58	86
1999	99	3	3	8	17	26	32	37	52
1999	99	3	4	1	8	12	15	17	29
1999	99	3	5	1	3	5	6	8	15
1999	99	3	6	0	1	2	3	5	15
1999	99	3	7	0	0	0	3	6	26
1999	99	3	8	0	0	0	0	0	10
1999	99	3	99	3	10	13	16	18	22
1999	99	99	1	17	24	32	38	47	78
1999	99	99	2	9	18	23	31	37	49
1999	99	99	3	7	12	18	23	30	41
1999	99	99	4	6	9	13	16	21	36
1999	99	99	5	4	7	11	13	16	24
1999	99	99	6	3	6	8	9	14	25
1999	99	99	7	0	5	6	8	12	27
1999	99	99	8	0	0	0	0	2	57
1999	99	99	99	6	10	14	16	21	32
2000	1	1	1	0	12	26	33	43	100
2000	1	1	2	0	6	13	21	30	50
2000	1	1	3	0	6	10	17	28	53
2000	1	1	4	0	3	10	14	21	35
2000	1	1	5	0	4	7	10	14	30
2000	1	1	6	0	3	5	8	11	19
2000	1	1	7	0	3	6	10	16	27
2000	1	1	8	0	0	0	0	0	34
2000	1	1	99	2	4	8	10	17	25
2000	1	2	1	2	17	22	27	37	87
2000	1	2	2	5	9	13	18	22	36
2000	1	2	3	1	4	7	11	15	23
2000	1	2	4	1	3	6	8	12	21
2000	1	2	5	0	3	4	6	10	21
2000	1	2	6	0	3	4	5	8	19
2000	1	2	7	0	2	5	8	10	26
2000	1	2	8	0	0	0	0	0	60
2000	1	2	99	3	5	7	10	13	22
2000	1	3	1	0	0	0	4	48	100
2000	1	3	2	0	13	19	26	33	67
2000	1	3	3	3	10	13	20	23	43
2000	1	3	4	0	3	5	9	12	20
2000	1	3	5	0	1	2	3	5	11
2000	1	3	6	0	0	1	2	4	7
2000	1	3	7	0	0	0	2	6	21
2000	1	3	8	0	0	0	0	0	0
2000	1	3	99	3	5	6	8	10	17
2000	1	99	1	2	17	22	29	35	76
2000	1	99	2	3	10	14	19	23	37
2000	1	99	3	3	7	11	13	20	26
2000	1	99	4	2	3	6	8	14	21
2000	1	99	5	1	3	4	6	11	17
2000	1	99	6	1	3	5	6	8	15
2000	1	99	7	0	4	6	8	13	22
2000	1	99	8	0	0	0	0	0	22
2000	1	99	99	3	5	7	9	15	21
2000	6	1	1	0	0	40	50	71	100
2000	6	1	2	0	9	31	44	55	100
2000	6	1	3	0	13	25	35	47	100
2000	6	1	4	0	15	24	35	55	85
2000	6	1	5	4	14	19	25	32	63
2000	6	1	6	3	9	13	16	28	49
2000	6	1	7	0	5	8	11	19	44
2000	6	1	8	0	0	0	0	0	100
2000	6	1	99	4	12	15	20	29	55
2000	6	2	1	0	27	35	46	55	93
2000	6	2	2	9	17	26	33	41	60
2000	6	2	3	8	15	21	24	36	52
2000	6	2	4	7	16	20	25	35	51
2000	6	2	5	8	14	18	23	31	46
2000	6	2	6	0	11	13	18	24	50
2000	6	2	7	0	0	5	9	14	62
2000	6	2	8	0	0	0	0	0	100
2000	6	2	99	10	16	22	25	33	48
2000	6	3	1	0	0	0	36	73	100
2000	6	3	2	9	29	35	44	53	75
2000	6	3	3	5	15	22	31	37	57
2000	6	3	4	0	8	12	17	21	36
2000	6	3	5	1	6	9	11	13	20
2000	6	3	6	0	0	3	5	7	13
2000	6	3	7	0	0	0	0	6	30
2000	6	3	8	0	0	0	0	0	0
2000	6	3	99	5	12	16	20	24	34
2000	6	99	1	0	27	37	47	54	88
2000	6	99	2	11	24	29	37	44	58
2000	6	99	3	10	16	22	30	38	49
2000	6	99	4	5	13	19	24	28	45
2000	6	99	5	8	12	16	19	25	37
2000	6	99	6	1	9	12	15	21	36
2000	6	99	7	0	5	7	11	15	34
2000	6	99	8	0	0	0	0	7	49
2000	6	99	99	9	13	19	23	28	44
2000	99	1	1	0	16	32	44	50	100
2000	99	1	2	0	13	23	27	36	58
2000	99	1	3	0	11	17	23	34	65
2000	99	1	4	0	8	15	20	25	48
2000	99	1	5	3	7	11	14	22	35
2000	99	1	6	2	5	8	10	14	27
2000	99	1	7	0	4	7	9	16	30
2000	99	1	8	0	0	0	0	0	30
2000	99	1	99	4	7	11	12	22	33
2000	99	2	1	6	22	27	33	45	73
2000	99	2	2	7	13	18	25	30	45
2000	99	2	3	5	8	12	17	23	33
2000	99	2	4	4	9	12	14	21	32
2000	99	2	5	4	7	10	12	17	28
2000	99	2	6	2	6	8	9	11	23
2000	99	2	7	0	3	6	8	11	26
2000	99	2	8	0	0	0	0	0	58
2000	99	2	99	6	9	13	16	20	32
2000	99	3	1	0	0	9	32	72	100
2000	99	3	2	9	22	30	34	43	73
2000	99	3	3	6	13	19	27	31	47
2000	99	3	4	2	6	8	12	16	21
2000	99	3	5	1	4	5	6	8	14
2000	99	3	6	0	1	2	3	4	7
2000	99	3	7	0	0	1	3	5	19
2000	99	3	8	0	0	0	0	0	0
2000	99	3	99	4	9	11	14	16	22
2000	99	99	1	11	23	28	35	42	75
2000	99	99	2	8	17	21	28	31	46
2000	99	99	3	6	12	15	22	27	36
2000	99	99	4	4	8	11	15	19	29
2000	99	99	5	4	6	9	11	16	23
2000	99	99	6	3	5	7	9	11	20
2000	99	99	7	0	5	7	9	12	24
2000	99	99	8	0	0	0	0	3	27
2000	99	99	99	5	9	12	14	19	30
2001	1	1	1	0	0	14	27	38	100
2001	1	1	2	0	0	10	19	26	45
2001	1	1	3	0	0	7	13	19	48
2001	1	1	4	0	3	8	14	21	59
2001	1	1	5	0	3	5	7	10	19
2001	1	1	6	0	2	4	6	7	16
2001	1	1	7	0	2	4	5	9	23
2001	1	1	8	0	0	0	0	0	15
2001	1	1	99	1	4	5	7	10	22
2001	1	2	1	0	11	16	23	31	42
2001	1	2	2	3	8	10	13	17	30
2001	1	2	3	1	4	6	8	9	21
2001	1	2	4	1	3	6	7	9	17
2001	1	2	5	0	2	4	5	6	15
2001	1	2	6	0	1	3	4	6	14
2001	1	2	7	0	0	2	4	9	16
2001	1	2	8	0	0	0	0	0	100
2001	1	2	99	2	4	6	7	9	19
2001	1	3	1	0	0	0	0	18	100
2001	1	3	2	4	9	13	21	28	53
2001	1	3	3	2	5	9	13	18	27
2001	1	3	4	0	1	3	5	9	16
2001	1	3	5	0	1	2	3	4	12
2001	1	3	6	0	0	1	2	3	10
2001	1	3	7	0	0	0	2	4	14
2001	1	3	8	0	0	0	0	0	4
2001	1	3	99	2	3	4	6	8	12
2001	1	99	1	0	13	19	23	28	41
2001	1	99	2	4	8	11	13	17	32
2001	1	99	3	2	6	7	9	11	23
2001	1	99	4	1	4	6	7	10	16
2001	1	99	5	1	2	3	5	7	13
2001	1	99	6	0	2	3	4	6	12
2001	1	99	7	0	2	3	5	7	19
2001	1	99	8	0	0	0	0	0	14
2001	1	99	99	2	4	5	7	9	18
2001	6	1	1	0	0	24	45	61	100
2001	6	1	2	0	0	15	31	41	100
2001	6	1	3	0	0	13	25	40	100
2001	6	1	4	0	8	18	25	38	69
2001	6	1	5	4	11	14	19	23	53
2001	6	1	6	0	5	9	14	20	41
2001	6	1	7	0	2	3	9	12	41
2001	6	1	8	0	0	0	0	0	29
2001	6	1	99	3	8	12	16	20	47
2001	6	2	1	9	20	28	34	43	74
2001	6	2	2	0	15	21	26	31	50
2001	6	2	3	2	10	16	19	26	39
2001	6	2	4	0	10	13	17	23	41
2001	6	2	5	4	7	12	15	20	38
2001	6	2	6	0	6	10	13	16	26
2001	6	2	7	0	0	3	8	11	35
2001	6	2	8	0	0	0	0	0	100
2001	6	2	99	3	10	15	18	22	39
2001	6	3	1	0	0	0	0	53	100
2001	6	3	2	0	15	28	36	45	65
2001	6	3	3	2	11	17	20	23	41
2001	6	3	4	0	5	8	11	14	28
2001	6	3	5	0	4	5	8	11	16
2001	6	3	6	0	0	2	5	7	14
2001	6	3	7	0	0	0	0	6	19
2001	6	3	8	0	0	0	0	0	65
2001	6	3	99	2	7	10	14	17	25
2001	6	99	1	9	20	31	38	47	80
2001	6	99	2	8	16	23	30	35	52
2001	6	99	3	5	12	17	20	23	34
2001	6	99	4	0	10	12	15	21	37
2001	6	99	5	3	7	10	13	16	32
2001	6	99	6	1	5	8	11	15	29
2001	6	99	7	0	2	4	7	10	35
2001	6	99	8	0	0	0	0	5	39
2001	6	99	99	3	9	13	16	19	37
2001	99	1	1	0	8	24	32	42	100
2001	99	1	2	0	7	14	20	29	58
2001	99	1	3	0	5	10	17	23	62
2001	99	1	4	0	8	12	18	24	42
2001	99	1	5	2	7	9	10	14	28
2001	99	1	6	1	5	6	8	10	24
2001	99	1	7	0	2	4	6	8	28
2001	99	1	8	0	0	0	0	2	18
2001	99	1	99	3	6	7	9	13	30
2001	99	2	1	5	16	22	25	31	51
2001	99	2	2	2	12	15	17	22	38
2001	99	2	3	2	6	10	12	16	26
2001	99	2	4	3	7	9	11	13	23
2001	99	2	5	2	4	7	8	11	21
2001	99	2	6	0	4	5	7	9	15
2001	99	2	7	0	1	3	5	9	23
2001	99	2	8	0	0	0	0	0	26
2001	99	2	99	3	6	9	11	14	26
2001	99	3	1	0	0	0	18	43	100
2001	99	3	2	10	14	21	32	38	55
2001	99	3	3	5	9	13	15	22	31
2001	99	3	4	0	4	6	8	12	21
2001	99	3	5	0	3	4	5	7	11
2001	99	3	6	0	1	2	2	4	9
2001	99	3	7	0	0	1	2	4	10
2001	99	3	8	0	0	0	0	0	14
2001	99	3	99	2	6	7	10	12	17
2001	99	99	1	4	16	24	28	32	50
2001	99	99	2	5	12	15	19	25	40
2001	99	99	3	5	9	11	13	17	28
2001	99	99	4	3	6	8	10	14	24
2001	99	99	5	2	4	6	8	10	19
2001	99	99	6	1	4	5	6	8	17
2001	99	99	7	0	2	4	5	7	23
2001	99	99	8	0	0	0	0	2	9
2001	99	99	99	3	7	9	10	13	25
2002	1	1	1	0	4	16	29	41	100
2002	1	1	2	0	7	13	23	28	67
2002	1	1	3	0	5	10	14	24	50
2002	1	1	4	0	3	7	13	18	43
2002	1	1	5	0	4	6	9	12	21
2002	1	1	6	0	2	4	6	9	22
2002	1	1	7	0	1	4	6	11	25
2002	1	1	8	0	0	0	0	0	27
2002	1	1	99	1	5	6	8	12	24
2002	1	2	1	0	10	17	22	35	51
2002	1	2	2	3	8	11	15	19	31
2002	1	2	3	0	5	8	10	13	24
2002	1	2	4	0	4	5	8	11	18
2002	1	2	5	1	3	4	5	7	15
2002	1	2	6	0	1	2	4	6	12
2002	1	2	7	0	0	3	6	8	17
2002	1	2	8	0	0	0	0	0	58
2002	1	2	99	2	5	6	8	10	20
2002	1	3	1	0	0	0	0	30	100
2002	1	3	2	4	11	16	22	29	54
2002	1	3	3	0	7	10	13	16	25
2002	1	3	4	0	2	5	7	10	16
2002	1	3	5	0	1	2	4	5	15
2002	1	3	6	0	0	1	2	3	9
2002	1	3	7	0	0	0	1	4	18
2002	1	3	8	0	0	0	0	0	2
2002	1	3	99	1	4	6	7	8	15
2002	1	99	1	0	13	18	23	32	52
2002	1	99	2	4	10	12	16	20	33
2002	1	99	3	3	7	9	11	14	21
2002	1	99	4	1	4	6	8	10	19
2002	1	99	5	2	3	4	6	7	13
2002	1	99	6	1	2	4	4	6	15
2002	1	99	7	0	2	4	5	9	20
2002	1	99	8	0	0	0	0	0	20
2002	1	99	99	3	5	6	7	9	20
2002	6	1	1	0	0	28	40	92	100
2002	6	1	2	0	0	19	27	42	100
2002	6	1	3	0	4	18	34	46	100
2002	6	1	4	0	4	13	26	44	57
2002	6	1	5	0	8	12	16	22	49
2002	6	1	6	0	7	10	16	22	43
2002	6	1	7	0	3	6	9	15	43
2002	6	1	8	0	0	0	0	0	100
2002	6	1	99	3	9	12	17	24	48
2002	6	2	1	6	23	32	42	49	88
2002	6	2	2	2	15	18	26	35	53
2002	6	2	3	1	11	17	21	27	44
2002	6	2	4	0	11	15	20	27	42
2002	6	2	5	4	9	13	18	24	40
2002	6	2	6	0	7	11	13	18	33
2002	6	2	7	0	0	4	9	14	34
2002	6	2	8	0	0	0	0	0	23
2002	6	2	99	7	12	16	19	23	43
2002	6	3	1	0	0	0	0	69	100
2002	6	3	2	8	18	23	34	42	68
2002	6	3	3	4	12	16	21	26	37
2002	6	3	4	0	6	9	13	18	29
2002	6	3	5	0	4	6	9	11	19
2002	6	3	6	0	1	3	5	8	15
2002	6	3	7	0	0	0	0	4	37
2002	6	3	8	0	0	0	0	0	0
2002	6	3	99	4	8	11	14	18	29
2002	6	99	1	10	25	32	42	49	88
2002	6	99	2	12	17	20	28	35	56
2002	6	99	3	7	13	18	22	27	40
2002	6	99	4	3	9	13	17	22	35
2002	6	99	5	2	8	11	14	19	35
2002	6	99	6	0	6	9	12	16	34
2002	6	99	7	0	3	5	8	12	34
2002	6	99	8	0	0	0	0	0	100
2002	6	99	99	6	11	14	16	21	40
2002	99	1	1	0	17	25	32	39	100
2002	99	1	2	0	12	15	23	31	50
2002	99	1	3	0	7	14	20	29	60
2002	99	1	4	0	6	11	16	23	40
2002	99	1	5	0	7	9	11	15	31
2002	99	1	6	1	5	7	9	11	29
2002	99	1	7	0	2	4	6	11	30
2002	99	1	8	0	0	0	0	2	23
2002	99	1	99	3	6	8	10	13	31
2002	99	2	1	4	16	23	30	35	59
2002	99	2	2	4	12	15	19	24	42
2002	99	2	3	0	8	12	13	19	32
2002	99	2	4	1	7	10	11	16	26
2002	99	2	5	2	5	8	9	13	21
2002	99	2	6	0	4	5	7	9	16
2002	99	2	7	0	1	4	7	11	20
2002	99	2	8	0	0	0	0	0	58
2002	99	2	99	3	8	10	12	15	29
2002	99	3	1	0	0	0	0	42	100
2002	99	3	2	8	16	21	28	35	55
2002	99	3	3	5	10	14	17	23	26
2002	99	3	4	0	5	7	10	13	21
2002	99	3	5	0	3	4	6	8	12
2002	99	3	6	0	1	2	3	5	10
2002	99	3	7	0	0	0	2	4	14
2002	99	3	8	0	0	0	0	0	2
2002	99	3	99	3	6	8	10	13	19
2002	99	99	1	8	19	22	28	34	58
2002	99	99	2	9	13	16	21	26	44
2002	99	99	3	6	10	13	15	19	29
2002	99	99	4	1	7	9	11	14	24
2002	99	99	5	2	5	7	9	11	21
2002	99	99	6	1	4	5	7	9	21
2002	99	99	7	1	3	4	6	9	25
2002	99	99	8	0	0	0	0	3	14
2002	99	99	99	4	7	9	11	13	27
2003	1	1	1	0	10	20	31	43	100
2003	1	1	2	0	4	13	22	32	87
2003	1	1	3	0	0	11	14	18	72
2003	1	1	4	0	2	9	12	18	81
2003	1	1	5	0	4	7	10	14	30
2003	1	1	6	0	3	4	7	10	18
2003	1	1	7	0	2	4	5	13	23
2003	1	1	8	0	0	0	0	0	9
2003	1	1	99	3	4	7	8	11	19
2003	1	2	1	0	13	19	25	33	56
2003	1	2	2	1	8	13	15	18	36
2003	1	2	3	0	4	8	10	12	22
2003	1	2	4	1	3	6	8	11	19
2003	1	2	5	1	3	4	6	8	15
2003	1	2	6	0	2	3	5	8	15
2003	1	2	7	0	1	4	6	7	16
2003	1	2	8	0	0	0	0	0	44
2003	1	2	99	2	5	6	9	10	21
2003	1	3	1	0	0	0	0	100	100
2003	1	3	2	0	11	17	21	27	81
2003	1	3	3	2	9	11	13	19	33
2003	1	3	4	0	2	4	7	10	34
2003	1	3	5	0	2	3	4	5	10
2003	1	3	6	0	0	1	2	4	9
2003	1	3	7	0	0	0	3	5	12
2003	1	3	8	0	0	0	0	0	8
2003	1	3	99	2	4	5	7	9	15
2003	1	99	1	0	17	21	27	35	49
2003	1	99	2	4	10	13	17	19	32
2003	1	99	3	4	7	9	11	16	20
2003	1	99	4	2	5	7	8	11	16
2003	1	99	5	1	3	4	6	8	14
2003	1	99	6	0	2	4	5	7	13
2003	1	99	7	0	2	4	5	8	17
2003	1	99	8	0	0	0	0	0	21
2003	1	99	99	2	5	6	8	9	18
2003	6	1	1	0	0	8	41	64	100
2003	6	1	2	0	0	15	25	50	100
2003	6	1	3	0	0	19	34	45	100
2003	6	1	4	0	0	17	34	54	100
2003	6	1	5	0	8	14	22	33	49
2003	6	1	6	0	7	10	15	29	43
2003	6	1	7	0	3	5	9	16	43
2003	6	1	8	0	0	0	0	3	100
2003	6	1	99	2	9	13	18	30	42
2003	6	2	1	9	25	38	43	51	80
2003	6	2	2	3	15	21	24	36	51
2003	6	2	3	2	11	15	21	28	47
2003	6	2	4	4	11	17	22	27	45
2003	6	2	5	5	11	13	18	26	39
2003	6	2	6	2	8	10	14	19	30
2003	6	2	7	0	2	7	11	14	42
2003	6	2	8	0	0	0	0	0	100
2003	6	2	99	6	13	15	20	26	40
2003	6	3	1	0	0	0	34	100	100
2003	6	3	2	9	19	24	30	39	62
2003	6	3	3	5	11	16	20	24	37
2003	6	3	4	0	7	10	13	16	29
2003	6	3	5	1	4	5	8	10	22
2003	6	3	6	0	1	3	5	8	24
2003	6	3	7	0	0	0	0	5	25
2003	6	3	8	0	0	0	0	0	0
2003	6	3	99	5	7	11	14	17	23
2003	6	99	1	7	25	38	41	49	80
2003	6	99	2	7	17	22	27	37	48
2003	6	99	3	5	13	17	21	26	38
2003	6	99	4	4	9	14	19	22	36
2003	6	99	5	5	9	11	14	19	30
2003	6	99	6	2	7	9	13	17	29
2003	6	99	7	0	4	5	8	13	38
2003	6	99	8	0	0	0	0	4	100
2003	6	99	99	5	11	14	16	21	33
2003	99	1	1	0	13	28	35	47	100
2003	99	1	2	0	12	19	24	35	80
2003	99	1	3	0	8	12	17	29	84
2003	99	1	4	0	8	11	20	24	81
2003	99	1	5	1	7	10	15	20	26
2003	99	1	6	2	4	7	10	15	23
2003	99	1	7	1	3	5	7	12	30
2003	99	1	8	0	0	0	0	3	21
2003	99	1	99	4	6	8	11	16	26
2003	99	2	1	8	19	26	32	38	56
2003	99	2	2	1	12	16	19	25	40
2003	99	2	3	1	7	12	14	18	27
2003	99	2	4	3	7	10	12	16	26
2003	99	2	5	3	6	8	9	13	23
2003	99	2	6	1	5	6	8	11	19
2003	99	2	7	0	3	5	7	8	25
2003	99	2	8	0	0	0	0	0	100
2003	99	2	99	3	8	10	12	16	28
2003	99	3	1	0	0	0	24	72	100
2003	99	3	2	6	16	21	26	35	45
2003	99	3	3	4	10	14	17	21	31
2003	99	3	4	0	5	7	10	13	21
2003	99	3	5	1	3	5	6	7	13
2003	99	3	6	0	1	2	3	4	12
2003	99	3	7	0	0	1	3	6	13
2003	99	3	8	0	0	0	0	0	6
2003	99	3	99	4	6	8	10	12	16
2003	99	99	1	9	22	27	31	38	52
